72567	56.075401
72643	61.857601
72670	43.816002
72723	55.706600
72734	54.116402
72738	45.975399
72782	43.889599
72786	43.704800
72799	59.243401
72852	62.057800
72897	43.889801
72922	60.035000
73062	57.435200
73460	56.877399
73462	54.301399
73492	43.807999
73495	44.031799
73497	44.604199
73534	63.195599
73560	60.817200
73565	61.187401
73685	57.619999
73691	57.520802
73703	49.867600
73710	46.265999
73744	43.161400
73765	57.428799
73766	57.558800
73851	66.271797
73879	63.121800
73885	63.522999
73911	65.896401
73968	59.042801
73972	55.261799
73979	55.950600
74032	51.959400
74058	50.818802
74077	56.967800
74079	51.617401
74098	59.306599
74164	69.188599
74165	61.514801
74170	58.546600
74177	49.054600
74208	42.626801
74214	50.135799
74301	68.653999
74330	56.052399
74334	59.101399
74336	58.025200
74338	58.687401
74339	62.272400
74341	58.015202
74344	57.477600
74369	68.550003
74383	43.351799
74391	68.745201
74415	64.691803
74417	64.655602
74420	56.558399
74425	57.002399
74429	63.592999
74494	53.778400
74497	48.587200
74519	64.672600
74530	47.870998
74543	45.636200
74544	45.331001
74562	51.343601
74570	51.281799
74576	51.870400
74615	63.036598
74642	44.213799
74693	61.415001
74698	50.246399
74704	58.988201
74721	46.647598
74738	43.622799
74746	45.173000
74797	63.411400
74937	59.775799
74942	56.502201
75003	49.488201
75067	57.969200
75076	43.926800
75162	69.810402
75179	62.022598
75210	57.397202
75218	45.642601
75307	65.725403
75384	43.067001
75415	63.623798
75417	59.776402
75419	57.229000
75453	43.310799
75478	60.614800
75485	57.754398
75495	65.426003
75543	58.737202
75546	63.895802
75608	65.085403
75652	65.727997
75657	65.848602
75671	43.844799
75679	60.154598
75766	49.639401
75787	44.025398
75835	55.032799
75837	55.145199
75844	59.686600
75845	57.118801
75846	58.967800
75880	50.951000
75949	43.886601
75971	53.617199
76030	55.990398
76064	44.195400
76193	58.565800
76294	63.844002
76425	64.410004
76431	70.410202
76497	44.626000
76499	44.762798
76539	64.686997
76589	42.963600
76655	70.046204
76672	56.312401
76694	68.598801
76705	66.816803
76783	44.111198
76794	44.752399
76818	63.686001
76844	42.997398
76848	43.107800
76850	43.037998
76872	62.653000
76911	44.685600
76920	61.747799
76936	51.378601
73856 -1.000000
73857 -1.000000
73859 -1.000000
73860 -1.000000
73862 -1.000000
73863 -1.000000
73864 -1.000000
73865 -1.000000
73866 -1.000000
73867 -1.000000
73868 -1.000000
73869 -1.000000
73874 -1.000000
73876 -1.000000
73877 -1.000000
73878 -1.000000
73882 -1.000000
73883 -1.000000
73884 -1.000000
73889 -1.000000
73890 -1.000000
73891 -1.000000
73892 -1.000000
73893 -1.000000
73894 -1.000000
73896 -1.000000
73897 -1.000000
73898 -1.000000
73899 -1.000000
73900 -1.000000
73901 -1.000000
73903 -1.000000
73904 -1.000000
73905 -1.000000
73906 -1.000000
73907 -1.000000
73908 -1.000000
73909 -1.000000
73910 -1.000000
73915 -1.000000
73916 -1.000000
73917 -1.000000
73918 -1.000000
73919 -1.000000
73920 -1.000000
73921 -1.000000
73922 -1.000000
73923 -1.000000
73924 -1.000000
73925 -1.000000
73926 -1.000000
73927 -1.000000
73928 -1.000000
73929 -1.000000
73930 -1.000000
73931 -1.000000
73935 -1.000000
73936 -1.000000
73937 -1.000000
73938 -1.000000
73939 -1.000000
73940 -1.000000
73941 -1.000000
73943 -1.000000
73944 -1.000000
73945 -1.000000
73946 -1.000000
73948 -1.000000
73949 -1.000000
73950 -1.000000
73951 -1.000000
73952 -1.000000
73953 -1.000000
73954 -1.000000
73955 -1.000000
73957 -1.000000
73958 -1.000000
73959 -1.000000
73960 -1.000000
73962 -1.000000
73964 -1.000000
73965 -1.000000
73966 -1.000000
73970 -1.000000
73974 -1.000000
73975 -1.000000
73976 -1.000000
73978 -1.000000
73981 -1.000000
73982 -1.000000
73984 -1.000000
73985 -1.000000
73986 -1.000000
73987 -1.000000
73988 -1.000000
73989 -1.000000
73991 -1.000000
73992 -1.000000
73993 -1.000000
73994 -1.000000
73995 -1.000000
73996 -1.000000
73997 -1.000000
73998 -1.000000
73999 -1.000000
74002 -1.000000
74003 -1.000000
74004 -1.000000
74005 -1.000000
74006 -1.000000
74007 -1.000000
74008 -1.000000
74009 -1.000000
74010 -1.000000
74011 -1.000000
74012 -1.000000
74013 -1.000000
74014 -1.000000
74015 -1.000000
74017 -1.000000
74018 -1.000000
74019 -1.000000
74020 -1.000000
74021 -1.000000
74022 -1.000000
74023 -1.000000
74024 -1.000000
74025 -1.000000
74026 -1.000000
74027 -1.000000
74028 -1.000000
74029 -1.000000
74030 -1.000000
74031 -1.000000
74034 -1.000000
74035 -1.000000
74036 -1.000000
74037 -1.000000
74038 -1.000000
74040 -1.000000
74041 -1.000000
74042 -1.000000
74043 -1.000000
74044 -1.000000
74045 -1.000000
74046 -1.000000
74047 -1.000000
74048 -1.000000
74049 -1.000000
74050 -1.000000
74051 -1.000000
74052 -1.000000
74053 -1.000000
74054 -1.000000
74055 -1.000000
74056 -1.000000
74057 -1.000000
74060 -1.000000
74061 -1.000000
74062 -1.000000
74063 -1.000000
74064 -1.000000
74065 -1.000000
74066 -1.000000
74067 -1.000000
74068 -1.000000
74069 -1.000000
74070 -1.000000
74071 -1.000000
74072 -1.000000
74073 -1.000000
74075 -1.000000
74081 -1.000000
74082 -1.000000
74083 -1.000000
74084 -1.000000
74085 -1.000000
74086 -1.000000
74087 -1.000000
74088 -1.000000
74089 -1.000000
74090 -1.000000
74091 -1.000000
74092 -1.000000
74093 -1.000000
74094 -1.000000
74095 -1.000000
74096 -1.000000
74097 -1.000000
74101 -1.000000
74102 -1.000000
74103 -1.000000
74104 -1.000000
74105 -1.000000
74106 -1.000000
74107 -1.000000
74110 -1.000000
74111 -1.000000
74112 -1.000000
74113 -1.000000
74114 -1.000000
74115 -1.000000
74116 -1.000000
74117 -1.000000
74119 -1.000000
74120 -1.000000
74121 -1.000000
74122 -1.000000
74123 -1.000000
74124 -1.000000
74125 -1.000000
74126 -1.000000
74127 -1.000000
74128 -1.000000
74129 -1.000000
74130 -1.000000
74131 -1.000000
74132 -1.000000
74133 -1.000000
74134 -1.000000
74135 -1.000000
74136 -1.000000
74137 -1.000000
74138 -1.000000
74139 -1.000000
74140 -1.000000
74141 -1.000000
74142 -1.000000
74143 -1.000000
74144 -1.000000
74145 -1.000000
74146 -1.000000
74147 -1.000000
74149 -1.000000
74150 -1.000000
74151 -1.000000
74152 -1.000000
74154 -1.000000
74155 -1.000000
74156 -1.000000
74157 -1.000000
74158 -1.000000
74159 -1.000000
74160 -1.000000
74161 -1.000000
74162 -1.000000
74163 -1.000000
74167 -1.000000
74168 -1.000000
74169 -1.000000
74175 -1.000000
74176 -1.000000
74179 -1.000000
74180 -1.000000
74181 -1.000000
74182 -1.000000
74183 -1.000000
74184 -1.000000
74185 -1.000000
74186 -1.000000
74187 -1.000000
74188 -1.000000
74189 -1.000000
74190 -1.000000
74191 -1.000000
74192 -1.000000
74193 -1.000000
74194 -1.000000
74195 -1.000000
74197 -1.000000
74198 -1.000000
74200 -1.000000
74201 -1.000000
74206 -1.000000
74213 -1.000000
74216 -1.000000
74217 -1.000000
74219 -1.000000
74220 -1.000000
74223 -1.000000
74224 -1.000000
74225 -1.000000
74226 -1.000000
74227 -1.000000
74228 -1.000000
74230 -1.000000
74231 -1.000000
74232 -1.000000
74233 -1.000000
74234 -1.000000
74235 -1.000000
74237 -1.000000
74238 -1.000000
74239 -1.000000
74241 -1.000000
74242 -1.000000
74243 -1.000000
74244 -1.000000
74245 -1.000000
74246 -1.000000
74247 -1.000000
74248 -1.000000
74249 -1.000000
74250 -1.000000
74251 -1.000000
74252 -1.000000
74253 -1.000000
74254 -1.000000
74255 -1.000000
